Name,Macroarea,Family,Genus,WL,Index0,Index1,Index2,Index3,Index4,Index5,Index6,T,T_max,T_min,T_sd,T_diff,WL_trans,Index0_trans,Index1_trans,Index2_trans,Index3_trans,Index4_trans,Index5_trans,Index6_trans,T_trans,T_max_trans,T_min_trans,T_sd_trans,T_diff_trans
Nyangi,Africa,ESu,ESu.KULIAK,3.2812,9.3984,36.9578,4.3443,3.0089,1.6073,1.887,4.3443,23.0972,25.1654,21.1026,1.4479,4.0628,-1.0299,-1.1701,-0.4907,-1.7797,-1.2803,-1.5973,-0.9337,-1.7911,0.0157,-0.1220,0.1502,-0.1070,-0.0265
Nyangumarta,Australia,PN,PN.WESTERN_PAMA-NYUNGAN,5.25,10.4016,39.8233,4.9932,3.4079,1.7926,1.9785,4.9932,26.9443,31.0985,20.5255,3.9912,10.5730,1.5955,0.0498,0.1279,0.2776,0.4956,1.2114,-0.1492,0.2410,1.0816,1.4695,0.0484,0.9372,0.8498
Nyanja,Africa,NC,NC.BANTU,3.5833,11.1447,46.0428,5.1505,3.4645,1.7328,2.1151,5.2639,19.4834,23.1009,15.3902,2.5249,7.7108,-0.5448,1.0291,1.4215,0.8304,0.7617,0.2033,1.0202,1.1995,-0.7136,-0.5694,-0.7015,0.4905,0.5610
Nyanja 2,Africa,NC,NC.BANTU,4.0556,10.1576,38.047,4.8512,3.172,1.6868,1.9356,4.8512,19.4834,23.1009,15.3902,2.5249,7.7108,0.1424,-0.2577,-0.2537,-0.2031,-0.5757,-0.5041,-0.5169,-0.2354,-0.7136,-0.5694,-0.7015,0.4905,0.5610
Nyanja Nyasa,Africa,NC,NC.BANTU,3.7879,10.8422,42.312,5.0258,3.4124,1.7316,2.0604,5.0258,19.4834,23.1009,15.3902,2.5249,7.7108,-0.2374,0.6227,0.6531,0.3904,0.5166,0.1841,0.5521,0.3530,-0.7136,-0.5694,-0.7015,0.4905,0.5610
Nyankore,Africa,NC,NC.BANTU,4.1571,11.1524,42.0557,5.0772,3.4573,1.7277,2.0848,5.0772,20.6887,21.9291,19.9755,0.8488,1.9537,0.2804,1.0396,0.5995,0.5701,0.7277,0.1221,0.7609,0.5314,-0.4962,-0.8000,-0.0451,-0.7436,-0.6999
Nyankpa,Africa,NC,NC.BENUE-CONGO_PLATEAU,3.3718,11.2582,46.1753,5.1038,3.4761,1.73,2.1507,5.2058,25.9597,28.6131,23.8447,1.7265,4.7685,-0.8802,1.1843,1.4484,0.6640,0.8167,0.1586,1.3246,0.9882,0.7768,0.7460,0.6893,0.0889,0.1205
Nyaturu,Africa,NC,NC.BANTU,3.75,10.456,39.5551,4.9144,3.2861,1.7197,2.0093,4.9144,19.4395,21.2195,16.7690,1.5720,4.4505,-0.2932,0.1193,0.0706,0.0087,-0.0652,-0.0040,0.1146,-0.0256,-0.7211,-0.9316,-0.5257,-0.0146,0.0572
Nyaturu 2,Africa,NC,NC.BANTU,3.8472,10.4132,39.3072,4.8789,3.2521,1.7169,1.9838,4.8789,19.4395,21.2195,16.7690,1.5720,4.4505,-0.1512,0.0646,0.0176,-0.1107,-0.2188,-0.0477,-0.1038,-0.1438,-0.7211,-0.9316,-0.5257,-0.0146,0.0572
Nyaura,Pacific,Sep,Sep.NDU,3.5405,9.2268,34.9814,4.3584,2.9571,1.6743,1.7958,4.3584,26.4194,26.6585,25.9186,0.5110,0.7399,-0.6112,-1.3669,-0.9268,-1.7387,-1.4978,-0.6866,-1.7166,-1.7509,0.9162,0.2350,1.1633,-1.4113,-1.5963
Nyawaygi,Australia,PN,PN.NORTHERN_PAMA-NYUNGAN,4.7051,11.1769,43.5927,5.0534,3.4311,1.8112,1.9922,5.0914,19.4210,22.6604,15.0485,2.8274,7.6119,0.9753,1.0730,0.9194,0.4866,0.6042,1.5462,-0.0319,0.5811,-0.7242,-0.6580,-0.7424,0.6045,0.5492
Nyengo,Africa,NC,NC.BANTU,3.2581,11.228,43.7452,5.2664,3.5368,1.7723,2.1199,5.3108,23.4649,28.0861,18.9949,2.7835,9.0912,-1.0687,1.1429,0.9509,1.2513,1.1067,0.8576,1.0612,1.3723,0.1037,0.6033,-0.2034,0.5889,0.7117
Nyeu,Eurasia,AuA,AuA.KATUIC,3.5921,9.0107,35.1846,4.4853,3.0191,1.6384,1.8741,4.4853,26.5316,30.1807,23.0719,2.3161,7.1088,-0.5313,-1.6099,-0.8816,-1.3628,-1.2371,-1.1885,-1.0444,-1.3808,0.9510,1.1926,0.5277,0.4018,0.4866
Nyigina,Australia,Nyu,Nyu.NYULNYULAN,5.3429,11.121,42.4376,5.0758,3.4548,1.8105,1.971,5.0758,28.1856,33.1899,22.6155,3.6530,10.5743,1.6953,0.9969,0.6794,0.5652,0.7158,1.5335,-0.2135,0.5265,1.5002,2.1439,0.4359,0.8538,0.8499
Nyiha,Africa,NC,NC.BANTU,3.9028,10.5487,39.7046,4.9097,3.3079,1.7024,2.028,4.9097,22.6753,26.2295,18.9087,2.3494,7.3207,-0.0714,0.2386,0.1026,-0.0071,0.0340,-0.2706,0.2748,-0.0413,-0.0819,0.1295,-0.2168,0.4166,0.5135
Nyiha Tanzania,Africa,NC,NC.BANTU,3.4194,10.9335,39.9153,5.086,3.3952,1.6949,2.1075,5.1532,22.6753,26.2295,18.9087,2.3494,7.3207,-0.8031,0.7442,0.1475,0.6011,0.4364,-0.3837,0.9552,0.7995,-0.0819,0.1295,-0.2168,0.4166,0.5135
Nyika,Africa,NC,NC.BANTU,5.7361,10.935,37.3596,5.179,3.4757,1.7614,2.084,5.179,17.9889,20.7559,14.2581,2.1123,6.4978,2.1004,0.7463,-0.4030,0.9328,0.8148,0.6726,0.7541,0.8917,-0.9508,-1.0144,-0.8333,0.3056,0.4042
Nyika 2,Africa,NC,NC.BANTU,3.8,10.551,37.2993,5.0067,3.3493,1.7187,2.0207,5.0067,17.9889,20.7559,14.2581,2.1123,6.4978,-0.2197,0.2415,-0.4162,0.3242,0.2238,-0.0196,0.2122,0.2873,-0.9508,-1.0144,-0.8333,0.3056,0.4042
Nyika Tanzania,Africa,NC,NC.BANTU,5.8056,10.9814,37.7723,5.2373,3.501,1.7626,2.0828,5.2373,25.9850,28.4903,23.7902,1.6562,4.7000,2.1693,0.8084,-0.3133,1.1445,0.9352,0.6928,0.7438,1.1023,0.7843,0.7124,0.6777,0.0433,0.1073
Nyindrou,Pacific,An,An.OCEANIC,3.7821,10.6404,42.1495,4.9548,3.3571,1.7395,2.0272,4.9852,26.8441,27.0637,26.5848,0.4171,0.4789,-0.2459,0.3575,0.6192,0.1459,0.2597,0.3112,0.2679,0.2137,1.0495,0.3368,1.3287,-1.6970,-1.9993
Nyindrou 2,Pacific,An,An.OCEANIC,4.0294,11.4655,45.2876,5.3193,3.5855,1.8081,2.1015,5.359,26.8441,27.0637,26.5848,0.4171,0.4789,0.1063,1.4717,1.2677,1.4474,1.3423,1.4897,0.9038,1.5520,1.0495,0.3368,1.3287,-1.6970,-1.9993
Nyokon,Africa,NC,NC.BANTU,2.3548,9.9476,35.0591,4.9731,3.2742,1.6935,2.043,5.0054,25.3582,26.4251,24.0058,0.9344,2.4193,-2.8289,-0.5168,-0.9095,0.2085,-0.1191,-0.4046,0.4032,0.2828,0.6019,0.1773,0.7240,-0.6242,-0.5030
Nyole,Africa,NC,NC.BANTU,5.4359,11.2292,41.5115,5.3028,3.5018,1.788,2.0551,5.3412,23.3993,25.1757,21.9071,1.2392,3.2686,1.7935,1.1445,0.4853,1.3860,0.9390,1.1301,0.5068,1.4853,0.0878,-0.1197,0.2986,-0.2859,-0.2263
Nyong,Africa,NC,NC.SAMBA-DURU,4.5714,11.7328,48.4663,5.4276,3.5905,1.8689,2.0535,5.4276,20.9304,22.5114,19.3920,1.1820,3.1194,0.8129,1.8496,1.9095,1.8563,1.3666,2.6528,0.4931,1.8114,-0.4497,-0.6875,-0.1405,-0.3413,-0.2693
Nyoongar,Australia,PN,PN.WESTERN_PAMA-NYUNGAN,4.2821,10.0612,38.4616,4.667,3.1483,1.7406,1.8605,4.7131,16.1099,19.8996,12.2804,2.7660,7.6192,0.4460,-0.3773,-0.1641,-0.8011,-0.6799,0.3290,-1.1611,-0.6815,-1.2032,-1.1607,-1.0383,0.5826,0.5501
Nyore,Africa,NC,NC.BANTU,4.2308,11.1199,40.5284,5.2318,3.4605,1.7803,2.0274,5.2318,20.7899,22.3242,19.5191,0.9960,2.8051,0.3786,0.9954,0.2778,1.1244,0.7428,0.9956,0.2696,1.0823,-0.4768,-0.7241,-0.1201,-0.5461,-0.3669
Nyore 2,Africa,NC,NC.BANTU,4.3088,11.2008,42.8151,5.286,3.4955,1.8028,2.0336,5.286,21.5117,23.0115,20.2917,0.9917,2.7198,0.4809,1.1057,0.7580,1.3237,0.9089,1.3937,0.3227,1.2806,-0.3334,-0.5876,0.0082,-0.5514,-0.3953
Nyoro,Africa,NC,NC.BANTU,4.1667,11.2289,43.051,5.1283,3.4765,1.7319,2.0822,5.1283,23.2557,25.3652,22.1141,1.3573,3.2510,0.2933,1.1441,0.8071,0.7511,0.8186,0.1889,0.7387,0.7111,0.0533,-0.0759,0.3381,-0.1806,-0.2313
Nyulnyul,Australia,Nyu,Nyu.NYULNYULAN,4.7692,9.8189,34.9119,4.6626,3.1279,1.7673,1.7647,4.6626,27.2677,30.1062,23.1147,2.4936,6.9915,1.0516,-0.6731,-0.9423,-0.8150,-0.7691,0.7723,-1.9838,-0.8405,1.1869,1.1706,0.5365,0.4778,0.4713
Nyunga Eastern,Australia,PN,PN.WESTERN_PAMA-NYUNGAN,4.3333,9.8457,37.422,4.6737,3.1437,1.765,1.815,4.6737,16.1099,19.8996,12.2804,2.7660,7.6192,0.5126,-0.6407,-0.3894,-0.7798,-0.7000,0.7333,-1.5517,-0.8057,-1.2032,-1.1607,-1.0383,0.5826,0.5501
Nyunga Northern,Australia,PN,PN.WESTERN_PAMA-NYUNGAN,4.7206,10.3588,41.2765,4.7879,3.2585,1.7598,1.9156,4.7879,16.1099,19.8996,12.2804,2.7660,7.6192,0.9938,-0.0046,0.4359,-0.4118,-0.1900,0.6458,-0.6884,-0.4420,-1.2032,-1.1607,-1.0383,0.5826,0.5501
Nyunga South Western,Australia,PN,PN.WESTERN_PAMA-NYUNGAN,4.6823,10.2725,41.5857,4.7203,3.2219,1.7492,1.8964,4.7203,16.1099,19.8996,12.2804,2.7660,7.6192,0.9479,-0.1138,0.5009,-0.6310,-0.3542,0.4696,-0.8531,-0.6587,-1.2032,-1.1607,-1.0383,0.5826,0.5501
Nyungwe,Africa,NC,NC.BANTU,3.9231,10.5427,42.0863,4.9479,3.3107,1.6968,2.0376,4.9479,25.1025,28.6698,20.8107,2.6499,7.8591,-0.0426,0.2308,0.6059,0.1224,0.0468,-0.3552,0.3570,0.0871,0.5300,0.7616,0.0982,0.5395,0.5784
Nzadi,Africa,NC,NC.BANTU,2.8824,9.5397,37.2076,4.7108,3.1485,1.7015,1.9353,4.7108,24.6200,25.9612,23.7510,1.3674,2.2102,-1.7379,-1.0054,-0.4362,-0.6615,-0.6790,-0.2843,-0.5195,-0.6888,0.3984,0.0647,0.6693,-0.1721,-0.5862
Nzadi 1,Africa,NC,NC.BANTU,3.027,9.9099,35.845,4.7077,3.0869,1.6878,1.8739,4.7077,25.7220,26.1650,24.9084,1.1843,1.2566,-1.4712,-0.5628,-0.7353,-0.6714,-0.9470,-0.4894,-1.0461,-0.6986,0.7067,0.1138,0.9249,-0.3390,-1.1068
Nzadi 2,Africa,NC,NC.BANTU,3.0571,9.294,32.3301,4.5018,2.9709,1.627,1.8369,4.5018,25.7220,26.1650,24.9084,1.1843,1.2566,-1.4172,-1.2902,-1.5250,-1.3129,-1.4402,-1.3411,-1.3637,-1.3317,0.7067,0.1138,0.9249,-0.3390,-1.1068
Nzadi 3,Africa,NC,NC.BANTU,2.8974,10.2118,38.6569,4.7863,3.2314,1.7155,1.9664,4.7863,24.6200,25.9612,23.7510,1.3674,2.2102,-1.7096,-0.1900,-0.1220,-0.4171,-0.3117,-0.0695,-0.2529,-0.4471,0.3984,0.0647,0.6693,-0.1721,-0.5862
Nzadi 4,Africa,NC,NC.BANTU,3.2917,10.1636,37.328,4.8341,3.2205,1.7297,1.9359,4.8341,24.6200,25.9612,23.7510,1.3674,2.2102,-1.0123,-0.2502,-0.4099,-0.2598,-0.3604,0.1538,-0.5143,-0.2915,0.3984,0.0647,0.6693,-0.1721,-0.5862
Nzakara,Africa,NC,NC.UBANGI,3.9667,10.9233,37.247,5.0633,3.4672,1.7842,2.041,5.1513,24.8657,26.9621,23.6461,1.7284,3.3160,0.0189,0.7306,-0.4276,0.5213,0.7745,1.0635,0.3861,0.7928,0.4647,0.3111,0.6470,0.0902,-0.2131
Nzakara 2,Africa,NC,NC.UBANGI,4.0811,10.0257,34.6408,4.675,3.2158,1.7134,1.9468,4.675,24.9418,27.1863,23.6727,1.7569,3.5136,0.1774,-0.4210,-1.0028,-0.7757,-0.3814,-0.1020,-0.4209,-0.8017,0.4856,0.3680,0.6527,0.1080,-0.1599
Nzanyi,Africa,AA,AA.BIU-MANDARA,4.9571,9.869,34.5722,4.7475,3.1961,1.6613,1.9764,4.7582,25.4110,29.1953,22.7645,2.2660,6.4308,1.2700,-0.6125,-1.0181,-0.5433,-0.4690,-0.8722,-0.1672,-0.5377,0.6169,0.9080,0.4656,0.3791,0.3947
Nzebi 1,Africa,NC,NC.BANTU,4.0,10.6742,41.2628,4.982,3.327,1.7438,2.0173,4.982,23.7271,24.2818,23.1558,0.6998,1.1259,0.0655,0.4016,0.4330,0.2391,0.1213,0.3811,0.1831,0.2028,0.1681,-0.3200,0.5449,-0.9899,-1.2082
Nzebi 2,Africa,NC,NC.BANTU,4.0588,10.3522,38.5752,4.8485,3.2285,1.7271,1.956,4.8485,23.7271,24.2818,23.1558,0.6998,1.1259,0.1468,-0.0130,-0.1396,-0.2121,-0.3247,0.1125,-0.3421,-0.2443,0.1681,-0.3200,0.5449,-0.9899,-1.2082
Nzema,Africa,NC,NC.TANO,5.1923,11.6092,45.0677,5.3287,3.5995,1.8135,2.1145,5.3366,25.4510,26.7905,23.4522,1.2188,3.3383,1.5327,1.6739,1.2228,1.4825,1.4105,1.5884,1.0150,1.4682,0.6283,0.2679,0.6063,-0.3053,-0.2069
Nzema 2,Africa,NC,NC.TANO,4.3571,11.204,41.3439,5.2596,3.5303,1.793,2.09,5.2596,25.4202,26.8117,23.4108,1.2295,3.4008,0.5433,1.1100,0.4501,1.2263,1.0755,1.2185,0.8054,1.1837,0.6195,0.2732,0.5976,-0.2951,-0.1899
Nzwani,Africa,NC,NC.BANTU,3.0,11.5993,44.7028,5.3616,3.5875,1.7944,2.1194,5.3616,21.5295,22.8444,19.6614,1.2413,3.1830,-1.5201,1.6599,1.1480,1.6059,1.3520,1.2433,1.0569,1.5617,-0.3297,-0.6213,-0.0969,-0.2839,-0.2507
O Kung,Africa,Kxa,Kxa.JU-KUNG,2.9213,8.7479,33.9706,4.1746,2.8871,1.5438,1.8793,4.1746,23.4276,27.7505,18.4279,2.9942,9.3226,-1.6649,-1.8981,-1.1530,-2.2595,-1.7870,-2.3613,-0.9998,-2.2623,0.0946,0.5143,-0.2903,0.6614,0.7347
Oas,Pacific,An,An.GREATER_CENTRAL_PHILIPPINE,4.925,9.453,36.8705,4.4708,3.1056,1.656,1.9023,4.4708,25.5975,26.8657,24.0973,0.9883,2.7683,1.2332,-1.1067,-0.5098,-1.4064,-0.8661,-0.9465,-0.8025,-1.4238,0.6705,0.2868,0.7439,-0.5555,-0.3790
Oaxaca Chontal,NorthAmerica,Hok,Hok.TEQUISTLATECAN,4.2568,10.5634,43.2364,5.0412,3.3446,1.7418,2.0171,5.0412,24.6908,26.9453,22.4017,1.5106,4.5436,0.4129,0.2576,0.8456,0.4440,0.2021,0.3485,0.1814,0.4062,0.4174,0.3068,0.3938,-0.0592,0.0762
Obaa,Africa,NC,NC.BANTU,3.4444,11.2766,44.5914,5.2042,3.5259,1.7361,2.1333,5.2111,24.6344,25.1864,24.0445,0.7976,1.1419,-0.7629,1.2096,1.1252,1.0240,1.0543,0.2563,1.1758,1.0073,0.4022,-0.1172,0.7324,-0.8220,-1.1952
Obang,Africa,NC,NC.EKOID-MBE,3.2812,9.6844,32.4316,4.577,3.0999,1.6578,1.9039,4.5828,24.1026,25.2540,22.8280,0.9616,2.4260,-1.0299,-0.8343,-1.5018,-1.0828,-0.8908,-0.9214,-0.7888,-1.0871,0.2629,-0.1016,0.4783,-0.5889,-0.5005
Obeli,Africa,NC,NC.BANTU,3.2222,11.1322,44.6484,5.1287,3.5042,1.7227,2.1222,5.1287,24.6344,25.1864,24.0445,0.7976,1.1419,-1.1294,1.0121,1.1369,0.7525,0.9504,0.0431,1.0809,0.7125,0.4022,-0.1172,0.7324,-0.8220,-1.1952
Obispenyo,NorthAmerica,Chu,Chu.CHUMASH,4.8704,9.0428,35.0887,4.5078,3.0591,1.6045,1.9266,4.5078,15.7566,20.9301,11.5325,3.8199,9.3975,1.1702,-1.5742,-0.9029,-1.2948,-1.0666,-1.6330,-0.5941,-1.3138,-1.2453,-0.9836,-1.1082,0.8960,0.7420
Obokuitai,Pacific,LP,LP.EAST_TARIKU,4.9231,10.6195,42.6927,4.8224,3.3998,1.6396,2.1205,4.8224,26.2010,26.4501,25.8502,0.4159,0.6000,1.2310,0.3303,0.7326,-0.2985,0.4578,-1.1722,1.0663,-0.3298,0.8493,0.1834,1.1467,-1.7012,-1.7904
Obolo,Africa,NC,NC.LOWER_CROSS,3.25,10.4347,39.0116,4.803,3.2634,1.74,1.9682,4.803,25.9599,27.0859,24.6174,0.9629,2.4685,-1.0823,0.0921,-0.0458,-0.3624,-0.1679,0.3193,-0.2375,-0.3930,0.7768,0.3424,0.8589,-0.5873,-0.4845
Obolo 2,Africa,NC,NC.LOWER_CROSS,3.6771,10.7923,40.457,4.9588,3.4072,1.7576,2.0677,4.9588,25.8468,26.9795,24.5219,0.9582,2.4576,-0.4019,0.5567,0.2627,0.1596,0.4923,0.6089,0.6146,0.1240,0.7433,0.3155,0.8375,-0.5932,-0.4886
Ocaina,SouthAmerica,Wit,Wit.WITOTO,4.6053,10.7529,44.995,5.0497,3.3045,1.6665,2.0834,5.0497,25.2991,25.6691,24.6230,0.5602,1.0462,0.8545,0.5048,1.2079,0.4737,0.0185,-0.7985,0.7490,0.4356,0.5851,-0.0048,0.8601,-1.2855,-1.2761
Ocaina 2,SouthAmerica,Wit,Wit.WITOTO,4.8529,10.2714,42.6837,4.8323,3.2138,1.6492,2.0338,4.8323,25.2991,25.6691,24.6230,0.5602,1.0462,1.1498,-0.1151,0.7307,-0.2658,-0.3903,-1.0409,0.3244,-0.2974,0.5851,-0.0048,0.8601,-1.2855,-1.2761
Occitan Aranese,Eurasia,IE,IE.ROMANCE,3.8919,10.6248,39.6888,5.0478,3.3524,1.7509,2.0104,5.0718,4.2851,13.0361,-2.8187,5.9823,15.8548,-0.0870,0.3372,0.0992,0.4671,0.2381,0.4976,0.1240,0.5125,-1.9693,-2.0408,-1.8544,1.3008,1.2199
Ocotepec Mixtec,NorthAmerica,OM,OM.MIXTEC,4.069,9.9592,33.031,4.8718,3.1684,1.6805,1.981,4.8718,13.2887,15.5743,11.4837,1.4354,4.0906,0.1608,-0.5026,-1.3653,-0.1344,-0.5915,-0.5966,-0.1278,-0.1674,-1.4987,-1.7736,-1.1126,-0.1168,-0.0202
Ocotlan Zapotec,NorthAmerica,OM,OM.ZAPOTECAN,3.8718,9.4771,33.6595,4.5672,3.1572,1.6466,1.9451,4.6073,14.3744,17.3362,11.5271,2.0174,5.8091,-0.1157,-1.0786,-1.2231,-1.1130,-0.6408,-1.0767,-0.4355,-1.0120,-1.3958,-1.5487,-1.1087,0.2569,0.3016
Ocuilteco,NorthAmerica,OM,OM.MATLATZINCAN,4.425,9.0497,31.3829,4.5507,3.0118,1.6505,1.8769,4.5507,16.6974,19.3162,14.6152,1.5810,4.7010,0.6300,-1.5665,-1.7427,-1.1638,-1.2680,-1.0230,-1.0204,-1.1847,-1.1294,-1.2555,-0.7929,-0.0082,0.1074
Odir Khowar,Eurasia,IE,IE.INDIC,3.4412,9.7439,35.774,4.673,3.1186,1.6632,1.9059,4.673,-1.2392,10.0828,-13.1563,8.1484,23.2391,-0.7681,-0.7632,-0.7509,-0.7820,-0.8096,-0.8453,-0.7716,-0.8079,-2.0520,-2.2731,-1.9946,1.5603,1.5685
Odoodee,Pacific,TNG,TNG.EAST_STRICKLAND,3.2051,11.3156,41.2611,5.1004,3.5355,1.709,2.1889,5.1004,25.4480,26.5517,24.2954,0.9627,2.2563,-1.1586,1.2634,0.4326,0.6520,1.1004,-0.1698,1.6511,0.6127,0.6275,0.2085,0.7872,-0.5876,-0.5672
Ofaye,SouthAmerica,MGe,MGe.OPAYE,4.6562,8.8593,34.4594,4.412,3.0214,1.5495,1.9263,4.412,24.6959,27.8122,19.9343,3.2737,7.8779,0.9164,-1.7769,-1.0433,-1.5816,-1.2273,-2.2965,-0.5967,-1.5963,0.4188,0.5306,-0.0519,0.7486,0.5806
Ofo,NorthAmerica,Sio,Sio.OHIO_VALLEY_SIOUAN,4.2571,10.5063,41.2981,5.0856,3.432,1.6726,2.1595,5.0856,15.4180,26.6727,2.4983,8.7605,24.1743,0.4133,0.1839,0.4404,0.5997,0.6085,-0.7112,1.3998,0.5608,-1.2843,0.2385,-1.6837,1.6189,1.6045
Ogan,Pacific,An,An.MALAYO-SUMBAWAN,4.3333,9.8636,37.7232,4.7023,3.173,1.7018,1.9581,4.7136,26.1144,26.6518,25.6475,0.5299,1.0043,0.5126,-0.6190,-0.3240,-0.6887,-0.5712,-0.2797,-0.3241,-0.6799,0.8231,0.2333,1.0979,-1.3615,-1.3138
Ogba,Africa,NC,NC.IGBOID,3.3485,11.4061,43.3446,5.3302,3.6284,1.7779,2.1944,5.4328,25.6797,26.8074,24.4013,0.9583,2.4061,-0.9183,1.3889,0.8680,1.4881,1.5519,0.9540,1.6981,1.8312,0.6943,0.2722,0.8106,-0.5931,-0.5081
Ogbe Ijo,Africa,Ijo,Ijo.IJOID,4.0811,11.7796,45.2401,5.3309,3.7105,1.7809,2.2277,5.3891,25.8493,27.1322,24.4458,1.0171,2.6864,0.1774,1.9167,1.2580,1.4907,1.9587,1.0060,1.9826,1.6652,0.7441,0.3542,0.8205,-0.5207,-0.4067
Ogboin,Africa,Ijo,Ijo.IJOID,3.9865,11.6476,44.9994,5.2819,3.6607,1.7821,2.1984,5.3551,25.8493,27.1322,24.4458,1.0171,2.6864,0.0467,1.7283,1.2088,1.3085,1.7111,1.0269,1.7323,1.5373,0.7441,0.3542,0.8205,-0.5207,-0.4067
Ogbronuagum,Africa,NC,NC.CENTRAL_DELTA,3.8286,11.9096,46.3008,5.5226,3.7343,1.8752,2.2007,5.5298,25.6179,26.7386,24.3371,0.9423,2.4015,-0.1781,2.1042,1.4739,2.2235,2.0780,2.7801,1.7519,2.2059,0.6764,0.2549,0.7964,-0.6138,-0.5098
Ogbronuagum 2,Africa,NC,NC.CENTRAL_DELTA,4.125,11.8038,45.4151,5.5013,3.7039,1.8768,2.1711,5.5013,25.6313,26.7554,24.3495,0.9438,2.4059,0.2371,1.9514,1.2937,2.1405,1.9257,2.8126,1.4990,2.0949,0.6802,0.2591,0.7992,-0.6119,-0.5082
Oghi Pashto,Eurasia,IE,IE.IRANIAN,3.7,9.9671,38.0986,4.9181,3.2581,1.7052,1.9495,4.9181,17.0659,26.0949,6.5535,6.9204,19.5414,-0.3675,-0.4930,-0.2426,0.0212,-0.1918,-0.2280,-0.3978,-0.0132,-1.0808,0.0969,-1.4796,1.4250,1.4106
Ogulagha,Africa,Ijo,Ijo.IJOID,3.9595,11.3589,41.672,5.1677,3.6057,1.7342,2.2021,5.1812,25.8493,27.1322,24.4458,1.0171,2.6864,0.0088,1.3233,0.5191,0.8921,1.4407,0.2258,1.7639,0.8996,0.7441,0.3542,0.8205,-0.5207,-0.4067
Oi,Eurasia,AuA,AuA.BAHNARIC,3.5946,9.3419,37.255,4.5198,3.0342,1.6878,1.818,4.5198,26.2527,29.1445,22.9383,2.2516,6.2061,-0.5274,-1.2353,-0.4258,-1.2583,-1.1729,-0.4894,-1.5260,-1.2778,0.8651,0.8937,0.5006,0.3725,0.3622
Oibae,Pacific,TNG,TNG.EAST_STRICKLAND,3.5833,10.725,38.9583,4.9898,3.3878,1.6796,2.0975,4.9898,25.6430,26.4893,24.6426,0.7918,1.8468,-0.5448,0.4681,-0.0572,0.2659,0.4019,-0.6098,0.8696,0.2294,0.6836,0.1931,0.8645,-0.8312,-0.7517
Oirata,Pacific,GWB,GWB.EAST_TIMOR,4.5312,11.7284,47.4254,5.488,3.7113,1.819,2.1762,5.495,26.8225,28.1027,24.9804,1.1654,3.1223,0.7633,1.8434,1.7009,2.0888,1.9627,1.6898,1.5426,2.0705,1.0426,0.6077,0.9414,-0.3579,-0.2684
Oiso,Pacific,TNG,TNG.MANUBARAN,4.1875,12.4641,54.7738,5.6634,3.8849,1.8457,2.305,5.6634,26.5739,27.8320,25.0203,1.2212,2.8118,0.3211,2.9259,3.1426,2.7823,2.8467,2.1953,2.6426,2.7362,0.9642,0.5358,0.9506,-0.3030,-0.3647
Ojibwa Eastern,NorthAmerica,Alg,Alg.ALGONQUIAN,5.0385,8.4353,24.005,4.1358,2.6702,1.6239,1.6909,4.1358,5.1127,19.1209,-10.5916,10.7247,29.7125,1.3622,-2.2302,-3.5220,-2.3659,-2.6479,-1.3820,-2.6184,-2.3665,-1.9474,-1.2864,-1.9754,1.7784,1.7923
Ojibwa Severn,NorthAmerica,Alg,Alg.ALGONQUIAN,5.2759,8.6406,27.0217,4.3979,2.8761,1.608,1.8229,4.3979,-1.7647,16.5171,-22.6569,13.8865,39.1741,1.6235,-2.0134,-2.7750,-1.6232,-1.8320,-1.5884,-1.4839,-1.6372,-2.0557,-1.6574,-2.0223,1.9735,2.0437
Ojiga,Africa,CSu,CSu.MORU-MADI,3.5441,11.17,42.9201,5.2004,3.4816,1.7641,2.0526,5.2129,25.3895,28.2436,23.3426,2.0093,4.9010,-0.6056,1.0636,0.7799,1.0102,0.8428,0.7181,0.4854,1.0138,0.6108,0.6456,0.5834,0.2527,0.1457
Ojila,Africa,CSu,CSu.MORU-MADI,3.6622,11.1987,43.6167,5.171,3.4666,1.7597,2.0421,5.2011,24.7946,27.5948,22.8437,1.9595,4.7511,-0.4244,1.1028,0.9243,0.9040,0.7716,0.6441,0.3955,0.9712,0.4454,0.4735,0.4815,0.2259,0.1172
Oka,Africa,NC,NC.DEFOID,3.1316,12.2094,48.814,5.4965,3.8211,1.8053,2.3026,5.4965,24.8495,26.6352,23.1168,1.3113,3.5184,-1.2856,2.5440,1.9788,2.1218,2.5181,1.4389,2.6221,2.0763,0.4604,0.2292,0.5369,-0.2203,-0.1586
Okanagan Colville,NorthAmerica,Sal,Sal.INTERIOR_SALISH,4.9625,7.2385,21.261,3.9206,2.4925,1.5221,1.5688,3.9206,2.4523,15.1386,-9.2781,8.8937,24.4168,1.2761,-3.3953,-4.2294,-2.9335,-3.3129,-2.6017,-3.6700,-2.9219,-2.0075,-1.8241,-1.9625,1.6310,1.6136
Okande,Africa,NC,NC.BANTU,3.6296,10.642,40.9738,4.8596,3.3333,1.713,2.0741,4.9846,24.2144,24.8922,23.4740,0.8952,1.4183,-0.4739,0.3596,0.3720,-0.1751,0.1502,-0.1082,0.6694,0.2117,0.2917,-0.1843,0.6108,-0.6772,-0.9951
