Genus,Family,WL,Index0,Index1,Index2,Index3,Index4,Index5,T,T_max,T_min,T_sd,T_diff,Method,WL_trans,Index0_trans,Index1_trans,Index2_trans,Index3_trans,Index4_trans,Index5_trans,T_trans,T_max_trans,T_min_trans,T_sd_trans,T_diff_trans
An.ENGGANO,An,3.4194,10.4328,45.1647,4.8461,3.3495,1.6539,2.1029,26.3852,27.2453,25.8067,0.6662,1.4386,median,-1.2656,0.1201,1.2739,-0.1920,0.2269,-0.9366,0.9282,0.8380,0.3880,1.0649,-0.9453,-0.8748
An.GREATER_CENTRAL_PHILIPPINE,An,4.7757,9.8064,38.9582,4.5733,3.1710,1.6630,1.9581,25.2312,26.3026,24.1312,0.7917,2.1714,mean,0.7372,-0.6912,-0.1458,-1.1534,-0.6399,-0.8086,-0.3735,0.5067,0.1365,0.6801,-0.7337,-0.5110
An.GREATER_CENTRAL_PHILIPPINE,An,4.7778,9.7675,38.5735,4.5614,3.1745,1.6620,1.9587,25.8840,26.9254,24.3848,0.7037,1.9603,median,0.7399,-0.7399,-0.2353,-1.1940,-0.6234,-0.8225,-0.3684,0.6904,0.3008,0.7358,-0.8776,-0.6017
An.JAVANESE,An,4.5278,10.1234,37.6842,4.7843,3.2239,1.7232,1.9402,23.6808,24.6377,22.5479,0.8094,2.0899,mean,0.4171,-0.2870,-0.4429,-0.4156,-0.3877,0.0846,-0.5338,0.1070,-0.2695,0.3518,-0.7070,-0.5450
An.JAVANESE,An,4.4737,10.1220,37.5954,4.7972,3.2175,1.7220,1.9446,23.8069,24.8529,22.7251,0.8069,2.0996,median,0.3449,-0.2887,-0.4637,-0.3691,-0.4183,0.0660,-0.4947,0.1377,-0.2197,0.3869,-0.7107,-0.5409
An.LAMPUNGIC,An,4.3731,10.0422,35.4502,4.8691,3.2679,1.7141,1.9928,26.2973,27.0062,25.7824,0.6278,1.2238,mean,0.2084,-0.3917,-0.9691,-0.1081,-0.1750,-0.0548,-0.0626,0.8117,0.3227,1.0590,-1.0193,-1.0168
An.LAMPUNGIC,An,4.3571,10.0482,34.5618,4.8590,3.2611,1.7124,1.9941,26.2588,27.0402,25.7780,0.6444,1.2622,median,0.1864,-0.3839,-1.1803,-0.1449,-0.2079,-0.0820,-0.0506,0.8002,0.3319,1.0580,-0.9867,-0.9898
An.LAND_DAYAK,An,4.5182,9.8449,38.6910,4.5898,3.1388,1.6667,1.9506,25.7239,26.4206,25.0476,0.5165,1.3731,mean,0.4043,-0.6428,-0.2079,-1.0969,-0.7914,-0.7550,-0.4412,0.6445,0.1671,0.8856,-1.2681,-0.9158
An.LAND_DAYAK,An,4.4853,9.8598,39.1631,4.6356,3.1206,1.6813,1.9286,25.8147,26.4963,25.1519,0.5169,1.4354,median,0.3605,-0.6240,-0.0982,-0.9395,-0.8764,-0.5450,-0.6378,0.6704,0.1869,0.9097,-1.2670,-0.8768
An.MALAYO-SUMBAWAN,An,4.4607,10.1637,40.8167,4.7451,3.2406,1.7002,1.9790,24.2280,25.2367,23.0676,0.8502,2.1691,mean,0.3274,-0.2346,0.2840,-0.5556,-0.3072,-0.2651,-0.1862,0.2423,-0.1289,0.4559,-0.6481,-0.5120
An.MALAYO-SUMBAWAN,An,4.4706,10.1494,40.8221,4.7546,3.2368,1.6995,1.9744,25.6094,26.4063,24.4755,0.6017,1.5281,median,0.3408,-0.2532,0.2852,-0.5217,-0.3255,-0.2761,-0.2278,0.6119,0.1634,0.7559,-1.0729,-0.8217
An.MINAHASAN,An,4.0089,10.3580,42.5405,4.9303,3.3823,1.7053,2.0505,24.3091,24.9004,23.7680,0.5467,1.1324,mean,-0.3132,0.0207,0.6790,0.1180,0.3909,-0.1884,0.4562,0.2629,-0.2086,0.6018,-1.1949,-1.0849
An.MINAHASAN,An,3.9688,10.1728,41.9778,4.8737,3.3126,1.6874,2.0396,24.7727,25.4546,24.2208,0.5584,1.2339,median,-0.3734,-0.2228,0.5504,-0.0911,0.0441,-0.4557,0.3577,0.3832,-0.0763,0.6997,-1.1677,-1.0097
An.MOKLEN-MOKEN,An,4.6252,9.4780,37.9060,4.5449,3.1296,1.6940,1.8947,26.6353,27.9993,25.7265,0.8335,2.2728,mean,0.5449,-1.0962,-0.3910,-1.2499,-0.8342,-0.3589,-0.9406,0.9138,0.6007,1.0456,-0.6718,-0.4705
An.MOKLEN-MOKEN,An,4.6252,9.4780,37.9060,4.5449,3.1296,1.6940,1.8947,26.6353,27.9993,25.7265,0.8335,2.2728,median,0.5449,-1.0962,-0.3910,-1.2499,-0.8342,-0.3589,-0.9406,0.9138,0.6007,1.0456,-0.6718,-0.4705
An.NASAL,An,4.7639,9.9298,37.9174,4.8113,3.2020,1.7131,1.9269,25.4372,26.0859,25.0723,0.5405,1.0136,mean,0.7224,-0.5353,-0.3884,-0.3182,-0.4925,-0.0706,-0.6530,0.5636,0.0809,0.8913,-1.2094,-1.1818
An.NASAL,An,4.7639,9.9298,37.9174,4.8113,3.2020,1.7131,1.9269,25.4372,26.0859,25.0723,0.5405,1.0136,median,0.7224,-0.5353,-0.3884,-0.3182,-0.4925,-0.0706,-0.6530,0.5636,0.0809,0.8913,-1.2094,-1.1818
An.NORTHERN_LUZON,An,4.6902,10.1174,40.2582,4.7003,3.2203,1.6889,1.9667,21.9145,23.8236,19.2309,1.6234,4.5927,mean,0.6288,-0.2947,0.1553,-0.7139,-0.4047,-0.4339,-0.2967,-0.2894,-0.4510,-0.2354,0.0865,0.1588
An.NORTHERN_LUZON,An,4.6250,10.1606,40.8193,4.7163,3.2418,1.6918,1.9705,22.0259,23.8285,19.3412,1.6188,4.5649,median,0.5446,-0.2386,0.2846,-0.6575,-0.3014,-0.3907,-0.2627,-0.2662,-0.4499,-0.2179,0.0835,0.1533
An.NORTHWEST_FORMOSAN,An,5.0500,10.1297,41.3640,4.7964,3.2062,1.6787,1.9431,17.3875,22.4722,10.9526,4.1640,11.5195,mean,1.0730,-0.2788,0.4098,-0.3721,-0.4725,-0.5828,-0.5077,-1.0588,-0.7284,-1.2199,1.0295,0.9954
An.NORTHWEST_FORMOSAN,An,5.1571,9.9320,40.7442,4.7125,3.1554,1.6670,1.9203,13.9350,19.5087,7.1315,4.4534,12.3771,median,1.1991,-0.5326,0.2673,-0.6709,-0.7134,-0.7513,-0.7120,-1.4503,-1.2389,-1.4985,1.0914,1.0613
An.NORTHWEST_SUMATRA-BARRIER_ISLANDS,An,4.4120,10.5389,41.9705,4.9062,3.3520,1.7234,2.0256,23.7714,24.4369,23.2289,0.5194,1.2080,mean,0.2615,0.2626,0.5488,0.0285,0.2394,0.0871,0.2323,0.1290,-0.3153,0.4889,-1.2608,-1.0282
An.NORTHWEST_SUMATRA-BARRIER_ISLANDS,An,4.5357,10.5469,42.9303,4.9004,3.3139,1.7197,2.0100,25.8628,26.4706,25.3137,0.5278,1.2597,median,0.4276,0.2734,0.7678,0.0072,0.0505,0.0306,0.0917,0.6843,0.1801,0.9475,-1.2401,-0.9915
An.NORTH_BORNEO,An,4.4448,10.1921,40.6905,4.7740,3.2585,1.7008,1.9886,24.3392,24.9749,23.7459,0.5185,1.2291,mean,0.3060,-0.1976,0.2549,-0.4523,-0.2206,-0.2568,-0.1003,0.2706,-0.1911,0.5971,-1.2630,-1.0131
An.NORTH_BORNEO,An,4.4524,10.2196,40.6907,4.7844,3.2705,1.7026,1.9749,25.5987,26.1675,25.0937,0.4731,1.0738,median,0.3163,-0.1617,0.2550,-0.4151,-0.1622,-0.2296,-0.2233,0.6089,0.1017,0.8963,-1.3825,-1.1314
An.OCEANIC,An,4.2367,10.8404,42.7809,5.1055,3.4359,1.7586,2.0552,24.5229,25.5062,23.3526,0.9197,2.1536,mean,0.0182,0.6752,0.7338,0.7829,0.6623,0.6461,0.4983,0.3178,-0.0637,0.5145,-0.5547,-0.5184
An.OCEANIC,An,4.1622,10.8608,42.6638,5.1237,3.4511,1.7572,2.0625,25.1150,26.2930,23.7605,0.8810,2.0379,median,-0.0881,0.7037,0.7071,0.8538,0.7401,0.6236,0.5639,0.4749,0.1340,0.6002,-0.6056,-0.5673
An.PAIWAN,An,5.2096,9.8286,40.0677,4.7277,3.1867,1.6821,1.9487,20.6081,23.8415,16.1461,2.8200,7.6954,mean,1.2600,-0.6633,0.1113,-0.6173,-0.5651,-0.5341,-0.4582,-0.5457,-0.4471,-0.6739,0.6564,0.6264
An.PAIWAN,An,5.2206,9.8630,40.3509,4.7326,3.1788,1.6814,1.9455,20.6081,23.8415,16.1461,2.8200,7.6954,median,1.2728,-0.6199,0.1767,-0.5999,-0.6028,-0.5443,-0.4862,-0.5457,-0.4471,-0.6739,0.6564,0.6264
An.PALAUAN,An,3.6286,9.7566,35.3062,4.8087,3.1255,1.6954,1.8707,26.7471,27.0741,26.4269,0.4507,0.6472,mean,-0.9102,-0.7535,-1.0033,-0.3276,-0.8536,-0.3373,-1.1546,0.9482,0.3411,1.2177,-1.4464,-1.5719
An.PALAUAN,An,3.6286,9.7566,35.3062,4.8087,3.1255,1.6954,1.8707,26.7471,27.0741,26.4269,0.4507,0.6472,median,-0.9102,-0.7535,-1.0033,-0.3276,-0.8536,-0.3373,-1.1546,0.9482,0.3411,1.2177,-1.4464,-1.5719
An.PUYUMA,An,4.5958,10.3167,40.4350,4.9593,3.3323,1.7322,1.9929,21.1529,24.8778,16.2763,3.1298,8.6016,mean,0.5067,-0.0341,0.1961,0.2261,0.1415,0.2253,-0.0618,-0.4425,-0.2139,-0.6572,0.7585,0.7279
An.PUYUMA,An,4.7857,10.2596,42.1304,4.9584,3.3210,1.7338,1.9811,21.1529,24.8778,16.2763,3.1298,8.6016,median,0.7498,-0.1093,0.5853,0.2228,0.0855,0.2499,-0.1677,-0.4425,-0.2139,-0.6572,0.7585,0.7279
An.REJANG,An,4.4706,9.6225,36.5459,4.6466,3.2266,1.6982,1.9754,21.6695,22.2278,21.3775,0.4710,0.8503,mean,0.3408,-0.9197,-0.7102,-0.9014,-0.3746,-0.2956,-0.2188,-0.3398,-0.7754,0.1297,-1.3884,-1.3350
An.REJANG,An,4.4706,9.6225,36.5459,4.6466,3.2266,1.6982,1.9754,21.6695,22.2278,21.3775,0.4710,0.8503,median,0.3408,-0.9197,-0.7102,-0.9014,-0.3746,-0.2956,-0.2188,-0.3398,-0.7754,0.1297,-1.3884,-1.3350
An.RUKAI,An,5.2780,10.6983,43.7237,5.0628,3.4543,1.7381,2.0837,13.4132,16.8586,8.6632,2.9722,8.1953,mean,1.3385,0.4793,0.9481,0.6183,0.7564,0.3170,0.7547,-1.4974,-1.5913,-1.3976,0.7081,0.6838
An.RUKAI,An,5.2903,10.8494,43.9610,5.1890,3.5202,1.7515,2.1058,13.4132,16.8586,8.6632,2.9722,8.1953,median,1.3525,0.6878,1.0019,1.1095,1.0974,0.5314,0.9544,-1.4974,-1.5913,-1.3976,0.7081,0.6838
An.SAMA-BAJAW,An,4.6070,10.1464,42.6352,4.7114,3.2439,1.6787,1.9986,25.2676,26.3933,24.1371,0.7864,2.2561,mean,0.5212,-0.2571,0.7006,-0.6747,-0.2910,-0.5835,-0.0110,0.5167,0.1600,0.6814,-0.7419,-0.4771
An.SAMA-BAJAW,An,4.5938,10.0754,42.5577,4.7141,3.2352,1.6722,1.9957,25.0056,26.3253,23.6809,0.8852,2.6444,median,0.5040,-0.3490,0.6829,-0.6653,-0.3330,-0.6768,-0.0367,0.4453,0.1424,0.5833,-0.5999,-0.3358
An.SANGIRIC,An,4.3662,10.2698,40.7504,4.8519,3.3217,1.6902,2.0347,25.0763,25.5214,24.6476,0.4517,0.8738,mean,0.1989,-0.0958,0.2687,-0.1710,0.0889,-0.4144,0.3133,0.4644,-0.0600,0.7945,-1.4434,-1.3113
An.SANGIRIC,An,4.3750,10.2489,40.1944,4.8356,3.3288,1.6978,2.0335,25.1491,25.7631,24.6742,0.4257,0.7940,median,0.2110,-0.1233,0.1406,-0.2302,0.1241,-0.3015,0.3029,0.4842,-0.0003,0.8005,-1.5223,-1.3946
An.SOUTH_HALMAHERA-WEST_NEW_GUINEA,An,4.1038,11.0294,44.3391,5.1594,3.4703,1.7899,2.0361,25.9186,26.3646,25.3069,0.5186,1.0577,mean,-0.1728,0.9399,1.0875,0.9930,0.8385,1.1672,0.3263,0.7004,0.1525,0.9459,-1.2628,-1.1446
An.SOUTH_HALMAHERA-WEST_NEW_GUINEA,An,4.1014,10.8712,42.9511,5.1220,3.4208,1.7812,2.0135,26.3775,26.7966,25.6673,0.5254,1.0182,median,-0.1763,0.7180,0.7726,0.8470,0.5858,1.0187,0.1231,0.8357,0.2663,1.0314,-1.2460,-1.1779
An.SOUTH_SULAWESI,An,4.4702,10.4371,42.9125,4.8693,3.3665,1.7012,2.0498,23.0319,23.6219,22.4082,0.5346,1.2138,mean,0.3403,0.1259,0.7638,-0.1072,0.3117,-0.2500,0.4497,-0.0456,-0.4942,0.3244,-1.2237,-1.0241
An.SOUTH_SULAWESI,An,4.5167,10.4227,43.0314,4.8756,3.3539,1.7094,2.0467,21.7879,22.3085,21.3089,0.4735,0.9996,median,0.4024,0.1067,0.7908,-0.0841,0.2488,-0.1269,0.4216,-0.3156,-0.7600,0.1172,-1.3815,-1.1939
An.TSOU,An,4.7684,10.4424,42.1125,5.0708,3.3804,1.7191,2.0694,16.1051,19.8446,10.8526,3.2338,8.9920,mean,0.7280,0.1330,0.5812,0.6489,0.3813,0.0209,0.6256,-1.2215,-1.1874,-1.2284,0.7901,0.7685
An.TSOU,An,4.7426,10.5409,42.5108,5.1302,3.4148,1.7156,2.0886,15.4436,19.3645,9.9839,3.2400,9.0057,median,0.6955,0.2653,0.6722,0.8787,0.5551,-0.0324,0.7991,-1.2971,-1.2604,-1.2992,0.7920,0.7698
An.WESTERN_PLAINS_AUSTRONESIAN,An,4.4253,10.3843,42.7766,4.8768,3.2527,1.7164,1.9688,22.5155,26.9051,16.6006,3.7724,10.3044,mean,0.2797,0.0555,0.7328,-0.0798,-0.2489,-0.0205,-0.2777,-0.1612,0.2954,-0.6151,0.9371,0.8931
An.WESTERN_PLAINS_AUSTRONESIAN,An,4.2951,10.3139,42.7663,4.8837,3.2701,1.7164,1.9768,23.6440,28.1663,17.6197,3.7752,10.3298,median,0.1004,-0.0378,0.7305,-0.0545,-0.1641,-0.0201,-0.2063,0.0982,0.6493,-0.4763,0.9378,0.8954
An.YAPESE,An,3.6765,9.7564,33.6225,4.6544,3.1211,1.6936,1.8456,27.0291,27.4394,26.6559,0.4648,0.7836,mean,-0.8317,-0.7537,-1.4048,-0.8743,-0.8741,-0.3641,-1.3781,1.0362,0.4417,1.2756,-1.4057,-1.4061
An.YAPESE,An,3.6765,9.7564,33.6225,4.6544,3.1211,1.6936,1.8456,27.0291,27.4394,26.6559,0.4648,0.7836,median,-0.8317,-0.7537,-1.4048,-0.8743,-0.8741,-0.3641,-1.3781,1.0362,0.4417,1.2756,-1.4057,-1.4061
Ane.ANEM,Ane,3.1923,10.2955,36.3019,5.0222,3.4132,1.7622,2.0560,24.8106,25.2585,24.1006,0.5759,1.1579,mean,-1.6765,-0.0620,-0.7677,0.4634,0.5470,0.7050,0.5054,0.3932,-0.1237,0.6734,-1.1283,-1.0654
Ane.ANEM,Ane,3.1923,10.2955,36.3019,5.0222,3.4132,1.7622,2.0560,24.8106,25.2585,24.1006,0.5759,1.1579,median,-1.6765,-0.0620,-0.7677,0.4634,0.5470,0.7050,0.5054,0.3932,-0.1237,0.6734,-1.1283,-1.0654
Ani.ABOM,Ani,4.6667,9.4802,36.5378,4.3868,3.0406,1.6490,1.8854,26.0339,27.6525,24.3959,1.2392,3.2566,mean,0.5986,-1.0936,-0.7121,-1.7732,-1.2447,-1.0051,-1.0236,0.7339,0.5016,0.7383,-0.2110,-0.1499
Ani.ABOM,Ani,4.6667,9.4802,36.5378,4.3868,3.0406,1.6490,1.8854,26.0339,27.6525,24.3959,1.2392,3.2566,median,0.5986,-1.0936,-0.7121,-1.7732,-1.2447,-1.0051,-1.0236,0.7339,0.5016,0.7383,-0.2110,-0.1499
Ani.BOAZI,Ani,4.2094,10.2883,39.1469,4.7353,3.1791,1.6504,2.0075,26.1136,27.6388,24.6714,1.2216,2.9674,mean,-0.0204,-0.0716,-0.1020,-0.5903,-0.6016,-0.9860,0.0689,0.7573,0.4977,0.7998,-0.2271,-0.2330
Ani.BOAZI,Ani,4.3571,10.3807,39.6822,4.7416,3.2222,1.6499,2.0494,26.0560,27.4871,24.6591,1.1950,2.8280,median,0.1864,0.0507,0.0221,-0.5679,-0.3957,-0.9925,0.4459,0.7404,0.4551,0.7971,-0.2520,-0.2760
Ank.ANDOKE,Ank,3.9286,9.8455,38.1045,4.7473,3.2973,1.6259,2.1143,25.1650,25.4872,24.4166,0.5516,1.0706,mean,-0.4344,-0.6420,-0.3447,-0.5477,-0.0312,-1.3209,1.0311,0.4886,-0.0684,0.7428,-1.1835,-1.1340
Ank.ANDOKE,Ank,3.9286,9.8455,38.1045,4.7473,3.2973,1.6259,2.1143,25.1650,25.4872,24.4166,0.5516,1.0706,median,-0.4344,-0.6420,-0.3447,-0.5477,-0.0312,-1.3209,1.0311,0.4886,-0.0684,0.7428,-1.1835,-1.1340
Ara.ARAFUNDI,Ara,5.7861,9.5061,34.0452,4.5221,3.0266,1.7224,1.8425,23.8697,24.0947,23.4661,0.4473,0.6286,mean,1.8918,-1.0622,-1.3036,-1.3265,-1.3081,0.0716,-1.4057,0.1531,-0.3917,0.5381,-1.4563,-1.5971
Ara.ARAFUNDI,Ara,5.6190,9.3481,34.4184,4.4476,2.9908,1.7194,1.8475,23.8427,24.0505,23.4508,0.4375,0.6006,median,1.7154,-1.2527,-1.2145,-1.5745,-1.4694,0.0259,-1.3612,0.1464,-0.4015,0.5349,-1.4859,-1.6366
Arc.ARAUCANIAN,Arc,4.0897,10.1260,38.0377,4.9447,3.3682,1.7608,1.9883,11.2665,17.0938,6.1076,3.9929,10.9861,mean,-0.1935,-0.2835,-0.3603,0.1715,0.3204,0.6821,-0.1029,-1.6626,-1.5637,-1.5588,0.9904,0.9518
Arc.ARAUCANIAN,Arc,4.0794,10.1383,38.1496,4.9433,3.3572,1.7617,1.9861,11.2665,17.0938,6.1076,3.9929,10.9861,median,-0.2086,-0.2676,-0.3341,0.1664,0.2656,0.6968,-0.1224,-1.6626,-1.5637,-1.5588,0.9904,0.9518
Art.ARUTANI,Art,4.3250,10.5308,47.2818,4.8692,3.3596,1.6931,2.0864,22.6430,23.5388,21.7064,1.3394,1.8324,mean,0.1420,0.2516,1.7485,-0.1075,0.2773,-0.3715,0.7793,-0.1332,-0.5119,0.1904,-0.1240,-0.6614
Art.ARUTANI,Art,4.3250,10.5308,47.2818,4.8692,3.3596,1.6931,2.0864,22.6430,23.5388,21.7064,1.3394,1.8324,median,0.1420,0.2516,1.7485,-0.1075,0.2773,-0.3715,0.7793,-0.1332,-0.5119,0.1904,-0.1240,-0.6614
Aru.ARAUAN,Aru,4.8543,11.3348,45.2280,5.2180,3.5377,1.7488,2.1568,25.6413,26.7598,24.9272,0.9052,1.8326,mean,0.8354,1.3773,1.2881,1.2244,1.1891,0.4876,1.4158,0.6210,0.2565,0.8579,-0.5735,-0.6613
Aru.ARAUAN,Aru,4.7436,11.2909,43.9158,5.2106,3.5853,1.7573,2.1725,25.6118,26.8137,24.9348,0.8490,1.7570,median,0.6967,1.3137,0.9917,1.1950,1.4401,0.6252,1.5576,0.6126,0.2708,0.8597,-0.6497,-0.6985
Arw.ALTO_ORINOCO,Arw,5.1200,11.2546,45.0230,5.3351,3.5964,1.7700,2.1626,25.4309,25.7453,24.8710,0.5235,0.8743,mean,1.1558,1.2614,1.2419,1.6957,1.4991,0.8340,1.4679,0.5618,-0.0048,0.8451,-1.2507,-1.3107
Arw.ALTO_ORINOCO,Arw,5.1200,11.2546,45.0230,5.3351,3.5964,1.7700,2.1626,25.4309,25.7453,24.8710,0.5235,0.8743,median,1.1558,1.2614,1.2419,1.6957,1.4991,0.8340,1.4679,0.5618,-0.0048,0.8451,-1.2507,-1.3107
Arw.BOLIVIA-PARANA,Arw,4.6109,10.5893,39.8146,5.0492,3.4426,1.7194,2.1164,26.1911,28.5545,23.5350,1.9989,5.0195,mean,0.5263,0.3308,0.0528,0.5662,0.6965,0.0266,1.0499,0.7802,0.7641,0.5526,0.3072,0.2390
Arw.BOLIVIA-PARANA,Arw,4.5667,10.5952,40.1936,5.0602,3.4658,1.7223,2.1485,26.1457,28.2526,23.8571,1.7415,4.5788,median,0.4685,0.3387,0.1404,0.6084,0.8156,0.0707,1.3403,0.7668,0.6746,0.6209,0.1618,0.1561
Arw.CARIBBEAN_ARAWAKAN,Arw,4.7499,11.5059,46.9608,5.2846,3.6565,1.7615,2.2005,23.4342,24.8164,21.8812,1.1691,2.9351,mean,0.7047,1.6277,1.6768,1.4910,1.8218,0.6936,1.8111,0.0480,-0.2282,0.2232,-0.2768,-0.2428
Arw.CARIBBEAN_ARAWAKAN,Arw,4.8054,11.3975,47.0447,5.2836,3.6337,1.7564,2.2010,25.2901,26.7206,24.1079,1.0765,2.6286,median,0.7745,1.4687,1.6956,1.4869,1.6987,0.6106,1.8159,0.5228,0.2460,0.6750,-0.3712,-0.3411
Arw.CENTRAL_ARAWAKAN,Arw,5.3154,10.8970,44.1089,5.1882,3.5385,1.7393,2.1627,25.6826,28.8958,23.8528,1.9033,5.0430,mean,1.3810,0.7541,1.0354,1.1061,1.1931,0.3369,1.4685,0.6327,0.8675,0.6199,0.2559,0.2432
Arw.CENTRAL_ARAWAKAN,Arw,5.3514,10.9939,44.1510,5.2208,3.5455,1.7449,2.1646,25.8979,29.6483,24.3153,2.0089,5.2420,median,1.4216,0.8899,1.0450,1.2355,1.2301,0.4248,1.4865,0.6944,1.1032,0.7204,0.3124,0.2781
Arw.CHAMICURO-MORIKE,Arw,5.5250,9.7312,37.7363,4.7556,3.1746,1.6481,1.9781,26.1652,27.4610,25.1929,1.1819,2.2681,mean,1.6138,-0.7852,-0.4307,-0.5181,-0.6227,-1.0176,-0.1946,0.7725,0.4477,0.9193,-0.2645,-0.4724
Arw.CHAMICURO-MORIKE,Arw,5.5250,9.7312,37.7363,4.7556,3.1746,1.6481,1.9781,26.1652,27.4610,25.1929,1.1819,2.2681,median,1.6138,-0.7852,-0.4307,-0.5181,-0.6227,-1.0176,-0.1946,0.7725,0.4477,0.9193,-0.2645,-0.4724
Arw.JAPURA-COLOMBIA,Arw,4.8832,10.8770,42.3318,5.0950,3.4905,1.7246,2.1414,25.3500,25.8363,24.6127,0.6354,1.2236,mean,0.8710,0.7261,0.6314,0.7423,0.9431,0.1067,1.2760,0.5394,0.0179,0.7866,-1.0044,-1.0170
Arw.JAPURA-COLOMBIA,Arw,4.8462,10.7098,42.4645,5.0662,3.4585,1.7111,2.1224,25.2115,25.6491,24.4717,0.5712,1.0008,median,0.8253,0.4951,0.6616,0.6314,0.7781,-0.1011,1.1043,0.5013,-0.0286,0.7551,-1.1390,-1.1929
Arw.MEDIO_RIO_NEGRO,Arw,5.1768,10.8208,41.9002,4.9680,3.3878,1.7127,2.0921,24.5843,25.2304,24.0001,0.7619,1.2303,mean,1.2221,0.6481,0.5327,0.2590,0.4187,-0.0775,0.8303,0.3338,-0.1305,0.6516,-0.7803,-1.0122
Arw.MEDIO_RIO_NEGRO,Arw,5.1768,10.8208,41.9002,4.9680,3.3878,1.7127,2.0921,24.5843,25.2304,24.0001,0.7619,1.2303,median,1.2221,0.6481,0.5327,0.2590,0.4187,-0.0775,0.8303,0.3338,-0.1305,0.6516,-0.7803,-1.0122
Arw.NEGRO-RORAIMA,Arw,5.1020,10.5211,41.9041,4.9483,3.4257,1.7246,2.0890,26.4126,27.6128,25.1409,1.3661,2.4719,mean,1.1345,0.2386,0.5336,0.1850,0.6107,0.1071,0.8023,0.8462,0.4904,0.9072,-0.1021,-0.3959
Arw.NEGRO-RORAIMA,Arw,5.2229,10.5677,42.0119,4.9734,3.4421,1.7215,2.0793,26.6208,27.7811,25.5145,1.4615,2.7434,median,1.2754,0.3015,0.5582,0.2791,0.6938,0.0583,0.7153,0.9094,0.5381,0.9949,-0.0277,-0.3030
Arw.NORTHERN_MAIPURAN,Arw,4.2333,11.2224,47.8459,5.1746,3.6025,1.7496,2.1952,26.0371,28.0023,24.7615,1.2858,3.2408,mean,0.0135,1.2150,1.8742,1.0527,1.5316,0.5009,1.7633,0.7349,0.6016,0.8202,-0.1696,-0.1542
Arw.NORTHERN_MAIPURAN,Arw,4.2333,11.2224,47.8459,5.1746,3.6025,1.7496,2.1952,26.0371,28.0023,24.7615,1.2858,3.2408,median,0.0135,1.2150,1.8742,1.0527,1.5316,0.5009,1.7633,0.7349,0.6016,0.8202,-0.1696,-0.1542
Arw.PALIKUR,Arw,4.2353,10.2981,39.5646,4.8594,3.3276,1.7017,2.0358,25.7635,26.6028,25.1464,0.6169,1.4563,mean,0.0163,-0.0586,-0.0051,-0.1434,0.1182,-0.2432,0.3236,0.6558,0.2148,0.9085,-1.0415,-0.8640
Arw.PALIKUR,Arw,4.2353,10.2981,39.5646,4.8594,3.3276,1.7017,2.0358,25.7635,26.6028,25.1464,0.6169,1.4563,median,0.0163,-0.0586,-0.0051,-0.1434,0.1182,-0.2432,0.3236,0.6558,0.2148,0.9085,-1.0415,-0.8640
Arw.PRE-ANDINE_ARAWAKAN,Arw,5.2617,10.6007,40.8434,5.0018,3.3912,1.7363,2.0559,20.7257,22.1940,19.8361,1.0504,2.3579,mean,1.3199,0.3463,0.2902,0.3859,0.4356,0.2895,0.5048,-0.5239,-0.7819,-0.1378,-0.3995,-0.4378
Arw.PRE-ANDINE_ARAWAKAN,Arw,5.4839,10.6387,41.2840,5.0286,3.4069,1.7435,2.0549,21.0275,22.7899,20.0444,1.1939,2.7389,median,1.5688,0.3979,0.3914,0.4877,0.5151,0.4033,0.4954,-0.4667,-0.6658,-0.1032,-0.2530,-0.3045
Arw.PURUS,Arw,4.9027,10.0100,39.7046,4.8644,3.2591,1.6666,2.0201,25.6207,27.7702,24.3569,1.3932,3.4133,mean,0.8950,-0.4330,0.0273,-0.1251,-0.2176,-0.7573,0.1828,0.6151,0.5350,0.7296,-0.0804,-0.1078
Arw.PURUS,Arw,4.7051,9.8922,38.3928,4.8431,3.2095,1.6662,1.9722,25.5317,27.6399,24.2600,1.4107,3.3950,median,0.6478,-0.5830,-0.2774,-0.2029,-0.4566,-0.7628,-0.2475,0.5900,0.4980,0.7083,-0.0666,-0.1126
Arw.YANESHA,Arw,4.5750,9.8742,41.4280,4.7044,3.1316,1.6554,1.9410,16.4612,17.2129,15.8554,0.7051,1.3575,mean,0.4794,-0.6058,0.4245,-0.6995,-0.8251,-0.9156,-0.5269,-1.1785,-1.5495,-0.7104,-0.8750,-0.9258
Arw.YANESHA,Arw,4.5750,9.8742,41.4280,4.7044,3.1316,1.6554,1.9410,16.4612,17.2129,15.8554,0.7051,1.3575,median,0.4794,-0.6058,0.4245,-0.6995,-0.8251,-0.9156,-0.5269,-1.1785,-1.5495,-0.7104,-0.8750,-0.9258
Ata.ATAKAPA,Ata,2.9250,9.6536,35.2460,4.7797,3.1483,1.6856,1.9205,20.4636,28.3529,11.1397,6.2836,17.2132,mean,-2.1989,-0.8814,-1.0175,-0.4320,-0.7468,-0.4821,-0.7102,-0.5723,0.7041,-1.2038,1.3989,1.3657
Ata.ATAKAPA,Ata,2.9250,9.6536,35.2460,4.7797,3.1483,1.6856,1.9205,20.4636,28.3529,11.1397,6.2836,17.2132,median,-2.1989,-0.8814,-1.0175,-0.4320,-0.7468,-0.4821,-0.7102,-0.5723,0.7041,-1.2038,1.3989,1.3657
