Genus,Family,Index0,Index1,Index2,Index3,Index4,T,T_max,T_min,T_sd,T_diff,Method,Index0_trans,Index1_trans,Index2_trans,Index3_trans,Index4_trans,T_trans,T_max_trans,T_min_trans,T_sd_trans,T_diff_trans
An.NORTHWEST_SUMATRA-BARRIER_ISLANDS,An,10.5389,41.9705,3.3520,1.7234,2.0256,23.7714,24.4369,23.2289,0.5194,1.2080,mean,0.2626,0.5485,0.2392,0.0873,0.2319,0.1290,-0.3153,0.4889,-1.2608,-1.0282
An.NORTHWEST_SUMATRA-BARRIER_ISLANDS,An,10.5469,42.9303,3.3139,1.7197,2.0100,25.8628,26.4706,25.3137,0.5278,1.2597,median,0.2733,0.7676,0.0503,0.0308,0.0913,0.6843,0.1801,0.9475,-1.2401,-0.9915
An.NORTH_BORNEO,An,10.1921,40.6905,3.2585,1.7008,1.9886,24.3392,24.9749,23.7459,0.5185,1.2291,mean,-0.1976,0.2547,-0.2207,-0.2566,-0.1006,0.2706,-0.1911,0.5971,-1.2630,-1.0131
An.NORTH_BORNEO,An,10.2196,40.6907,3.2705,1.7026,1.9749,25.5987,26.1675,25.0937,0.4731,1.0738,median,-0.1617,0.2548,-0.1624,-0.2295,-0.2237,0.6089,0.1017,0.8963,-1.3825,-1.1314
An.OCEANIC,An,10.8404,42.7809,3.4359,1.7586,2.0552,24.5229,25.5062,23.3526,0.9197,2.1536,mean,0.6751,0.7336,0.6621,0.6463,0.4979,0.3178,-0.0637,0.5145,-0.5547,-0.5184
An.OCEANIC,An,10.8608,42.6638,3.4511,1.7572,2.0625,25.1150,26.2930,23.7605,0.8810,2.0379,median,0.7036,0.7069,0.7399,0.6238,0.5635,0.4749,0.1340,0.6002,-0.6056,-0.5673
An.PAIWAN,An,9.8286,40.0677,3.1867,1.6821,1.9487,20.6081,23.8415,16.1461,2.8200,7.6954,mean,-0.6632,0.1111,-0.5652,-0.5340,-0.4585,-0.5457,-0.4471,-0.6739,0.6564,0.6264
An.PAIWAN,An,9.8630,40.3509,3.1788,1.6814,1.9455,20.6081,23.8415,16.1461,2.8200,7.6954,median,-0.6199,0.1764,-0.6029,-0.5442,-0.4865,-0.5457,-0.4471,-0.6739,0.6564,0.6264
An.PALAUAN,An,9.7566,35.3062,3.1255,1.6954,1.8707,26.7471,27.0741,26.4269,0.4507,0.6472,mean,-0.7534,-1.0031,-0.8536,-0.3372,-1.1546,0.9482,0.3411,1.2177,-1.4464,-1.5719
An.PALAUAN,An,9.7566,35.3062,3.1255,1.6954,1.8707,26.7471,27.0741,26.4269,0.4507,0.6472,median,-0.7534,-1.0031,-0.8536,-0.3372,-1.1546,0.9482,0.3411,1.2177,-1.4464,-1.5719
An.PUYUMA,An,10.3167,40.4350,3.3323,1.7322,1.9929,21.1529,24.8778,16.2763,3.1298,8.6016,mean,-0.0341,0.1958,0.1412,0.2255,-0.0622,-0.4425,-0.2139,-0.6572,0.7585,0.7279
An.PUYUMA,An,10.2596,42.1304,3.3210,1.7338,1.9811,21.1529,24.8778,16.2763,3.1298,8.6016,median,-0.1093,0.5851,0.0853,0.2501,-0.1681,-0.4425,-0.2139,-0.6572,0.7585,0.7279
An.REJANG,An,9.6225,36.5459,3.2266,1.6982,1.9754,21.6695,22.2278,21.3775,0.4710,0.8503,mean,-0.9196,-0.7102,-0.3748,-0.2954,-0.2192,-0.3398,-0.7754,0.1297,-1.3884,-1.3350
An.REJANG,An,9.6225,36.5459,3.2266,1.6982,1.9754,21.6695,22.2278,21.3775,0.4710,0.8503,median,-0.9196,-0.7102,-0.3748,-0.2954,-0.2192,-0.3398,-0.7754,0.1297,-1.3884,-1.3350
An.RUKAI,An,10.6983,43.7237,3.4543,1.7381,2.0837,13.4132,16.8586,8.6632,2.9722,8.1953,mean,0.4792,0.9479,0.7562,0.3172,0.7544,-1.4974,-1.5913,-1.3976,0.7081,0.6838
An.RUKAI,An,10.8494,43.9610,3.5202,1.7515,2.1058,13.4132,16.8586,8.6632,2.9722,8.1953,median,0.6876,1.0017,1.0973,0.5316,0.9541,-1.4974,-1.5913,-1.3976,0.7081,0.6838
An.SAMA-BAJAW,An,10.1473,42.6405,3.2444,1.6788,1.9988,25.2676,26.3933,24.1371,0.7864,2.2561,mean,-0.2560,0.7016,-0.2890,-0.5819,-0.0094,0.5167,0.1600,0.6814,-0.7419,-0.4771
An.SAMA-BAJAW,An,10.0821,42.5577,3.2352,1.6730,1.9957,25.0056,26.3253,23.6809,0.8852,2.6444,median,-0.3403,0.6827,-0.3331,-0.6660,-0.0371,0.4453,0.1424,0.5833,-0.5999,-0.3358
An.SANGIRIC,An,10.2698,40.7504,3.3217,1.6902,2.0347,25.0763,25.5214,24.6476,0.4517,0.8738,mean,-0.0959,0.2685,0.0887,-0.4143,0.3129,0.4644,-0.0600,0.7945,-1.4434,-1.3113
An.SANGIRIC,An,10.2489,40.1944,3.3288,1.6978,2.0335,25.1491,25.7631,24.6742,0.4257,0.7940,median,-0.1233,0.1403,0.1239,-0.3014,0.3025,0.4842,-0.0003,0.8005,-1.5223,-1.3946
An.SOUTH_HALMAHERA-WEST_NEW_GUINEA,An,11.0294,44.3391,3.4703,1.7899,2.0361,25.9186,26.3646,25.3069,0.5186,1.0577,mean,0.9398,1.0873,0.8384,1.1673,0.3259,0.7004,0.1525,0.9459,-1.2628,-1.1446
An.SOUTH_HALMAHERA-WEST_NEW_GUINEA,An,10.8712,42.9511,3.4208,1.7812,2.0135,26.3775,26.7966,25.6673,0.5254,1.0182,median,0.7179,0.7723,0.5856,1.0189,0.1227,0.8357,0.2663,1.0314,-1.2460,-1.1779
An.SOUTH_SULAWESI,An,10.4371,42.9125,3.3665,1.7012,2.0498,23.0319,23.6219,22.4082,0.5346,1.2138,mean,0.1258,0.7635,0.3115,-0.2499,0.4493,-0.0456,-0.4942,0.3244,-1.2237,-1.0241
An.SOUTH_SULAWESI,An,10.4227,43.0314,3.3539,1.7094,2.0467,21.7879,22.3085,21.3089,0.4735,0.9996,median,0.1066,0.7906,0.2486,-0.1268,0.4212,-0.3156,-0.7600,0.1172,-1.3815,-1.1939
An.TSOU,An,10.4424,42.1125,3.3804,1.7191,2.0694,16.1051,19.8446,10.8526,3.2338,8.9920,mean,0.1329,0.5810,0.3811,0.0211,0.6252,-1.2215,-1.1874,-1.2284,0.7901,0.7685
An.TSOU,An,10.5409,42.5108,3.4148,1.7156,2.0886,15.4436,19.3645,9.9839,3.2400,9.0057,median,0.2652,0.6720,0.5549,-0.0322,0.7988,-1.2971,-1.2604,-1.2992,0.7920,0.7698
An.WESTERN_PLAINS_AUSTRONESIAN,An,10.3843,42.7766,3.2527,1.7164,1.9688,22.5155,26.9051,16.6006,3.7724,10.3044,mean,0.0554,0.7326,-0.2490,-0.0203,-0.2781,-0.1612,0.2954,-0.6151,0.9371,0.8931
An.WESTERN_PLAINS_AUSTRONESIAN,An,10.3139,42.7663,3.2701,1.7164,1.9768,23.6440,28.1663,17.6197,3.7752,10.3298,median,-0.0379,0.7302,-0.1643,-0.0200,-0.2066,0.0982,0.6493,-0.4763,0.9378,0.8954
An.YAPESE,An,9.7564,33.6225,3.1211,1.6936,1.8456,27.0291,27.4394,26.6559,0.4648,0.7836,mean,-0.7537,-1.4043,-0.8741,-0.3640,-1.3780,1.0362,0.4417,1.2756,-1.4057,-1.4061
An.YAPESE,An,9.7564,33.6225,3.1211,1.6936,1.8456,27.0291,27.4394,26.6559,0.4648,0.7836,median,-0.7537,-1.4043,-0.8741,-0.3640,-1.3780,1.0362,0.4417,1.2756,-1.4057,-1.4061
Ane.ANEM,Ane,10.2955,36.3019,3.4132,1.7622,2.0560,24.8106,25.2585,24.1006,0.5759,1.1579,mean,-0.0621,-0.7676,0.5468,0.7052,0.5050,0.3932,-0.1237,0.6734,-1.1283,-1.0654
Ane.ANEM,Ane,10.2955,36.3019,3.4132,1.7622,2.0560,24.8106,25.2585,24.1006,0.5759,1.1579,median,-0.0621,-0.7676,0.5468,0.7052,0.5050,0.3932,-0.1237,0.6734,-1.1283,-1.0654
Ani.ABOM,Ani,9.4802,36.5378,3.0406,1.6490,1.8854,26.0339,27.6525,24.3959,1.2392,3.2566,mean,-1.0934,-0.7121,-1.2446,-1.0052,-1.0237,0.7339,0.5016,0.7383,-0.2110,-0.1499
Ani.ABOM,Ani,9.4802,36.5378,3.0406,1.6490,1.8854,26.0339,27.6525,24.3959,1.2392,3.2566,median,-1.0934,-0.7121,-1.2446,-1.0052,-1.0237,0.7339,0.5016,0.7383,-0.2110,-0.1499
Ani.BOAZI,Ani,10.2883,39.1469,3.1791,1.6504,2.0075,26.1136,27.6388,24.6714,1.2216,2.9674,mean,-0.0716,-0.1022,-0.6017,-0.9861,0.0685,0.7573,0.4977,0.7998,-0.2271,-0.2330
Ani.BOAZI,Ani,10.3807,39.6822,3.2222,1.6499,2.0494,26.0560,27.4871,24.6591,1.1950,2.8280,median,0.0507,0.0219,-0.3959,-0.9926,0.4456,0.7404,0.4551,0.7971,-0.2520,-0.2760
Ank.ANDOKE,Ank,9.8455,38.1045,3.2973,1.6259,2.1143,25.1650,25.4872,24.4166,0.5516,1.0706,mean,-0.6419,-0.3448,-0.0314,-1.3212,1.0309,0.4886,-0.0684,0.7428,-1.1835,-1.1340
Ank.ANDOKE,Ank,9.8455,38.1045,3.2973,1.6259,2.1143,25.1650,25.4872,24.4166,0.5516,1.0706,median,-0.6419,-0.3448,-0.0314,-1.3212,1.0309,0.4886,-0.0684,0.7428,-1.1835,-1.1340
Ara.ARAFUNDI,Ara,9.5061,34.0452,3.0266,1.7224,1.8425,23.8697,24.0947,23.4661,0.4473,0.6286,mean,-1.0620,-1.3032,-1.3080,0.0718,-1.4056,0.1531,-0.3917,0.5381,-1.4563,-1.5971
Ara.ARAFUNDI,Ara,9.3481,34.4184,2.9908,1.7194,1.8475,23.8427,24.0505,23.4508,0.4375,0.6006,median,-1.2525,-1.2142,-1.4691,0.0261,-1.3611,0.1464,-0.4015,0.5349,-1.4859,-1.6366
Arc.ARAUCANIAN,Arc,10.1260,38.0377,3.3682,1.7608,1.9883,11.2665,17.0938,6.1076,3.9929,10.9861,mean,-0.2835,-0.3604,0.3202,0.6824,-0.1033,-1.6626,-1.5637,-1.5588,0.9904,0.9518
Arc.ARAUCANIAN,Arc,10.1383,38.1496,3.3572,1.7617,1.9861,11.2665,17.0938,6.1076,3.9929,10.9861,median,-0.2676,-0.3343,0.2653,0.6970,-0.1228,-1.6626,-1.5637,-1.5588,0.9904,0.9518
Art.ARUTANI,Art,10.5308,47.2818,3.3596,1.6931,2.0864,22.6430,23.5388,21.7064,1.3394,1.8324,mean,0.2516,1.7486,0.2771,-0.3714,0.7790,-0.1332,-0.5119,0.1904,-0.1240,-0.6614
Art.ARUTANI,Art,10.5308,47.2818,3.3596,1.6931,2.0864,22.6430,23.5388,21.7064,1.3394,1.8324,median,0.2516,1.7486,0.2771,-0.3714,0.7790,-0.1332,-0.5119,0.1904,-0.1240,-0.6614
Aru.ARAUAN,Aru,11.3348,45.2280,3.5377,1.7488,2.1568,25.6413,26.7598,24.9272,0.9052,1.8326,mean,1.3772,1.2880,1.1890,0.4878,1.4157,0.6210,0.2565,0.8579,-0.5735,-0.6613
Aru.ARAUAN,Aru,11.2909,43.9158,3.5853,1.7573,2.1725,25.6118,26.8137,24.9348,0.8490,1.7570,median,1.3136,0.9915,1.4400,0.6254,1.5576,0.6126,0.2708,0.8597,-0.6497,-0.6985
Arw.ALTO_ORINOCO,Arw,11.2546,45.0230,3.5964,1.7700,2.1626,25.4309,25.7453,24.8710,0.5235,0.8743,mean,1.2613,1.2418,1.4991,0.8342,1.4679,0.5618,-0.0048,0.8451,-1.2507,-1.3107
Arw.ALTO_ORINOCO,Arw,11.2546,45.0230,3.5964,1.7700,2.1626,25.4309,25.7453,24.8710,0.5235,0.8743,median,1.2613,1.2418,1.4991,0.8342,1.4679,0.5618,-0.0048,0.8451,-1.2507,-1.3107
Arw.BOLIVIA-PARANA,Arw,10.5893,39.8146,3.4426,1.7194,2.1164,26.1911,28.5545,23.5350,1.9989,5.0195,mean,0.3307,0.0526,0.6963,0.0268,1.0497,0.7802,0.7641,0.5526,0.3072,0.2390
Arw.BOLIVIA-PARANA,Arw,10.5952,40.1936,3.4658,1.7223,2.1485,26.1457,28.2526,23.8571,1.7415,4.5788,median,0.3387,0.1401,0.8154,0.0709,1.3402,0.7668,0.6746,0.6209,0.1618,0.1561
Arw.CARIBBEAN_ARAWAKAN,Arw,11.5059,46.9608,3.6565,1.7615,2.2005,23.4342,24.8164,21.8812,1.1691,2.9351,mean,1.6276,1.6769,1.8219,0.6938,1.8113,0.0480,-0.2282,0.2232,-0.2768,-0.2428
Arw.CARIBBEAN_ARAWAKAN,Arw,11.3975,47.0447,3.6337,1.7564,2.2010,25.2901,26.7206,24.1079,1.0765,2.6286,median,1.4686,1.6956,1.6987,0.6108,1.8161,0.5228,0.2460,0.6750,-0.3712,-0.3411
Arw.CENTRAL_ARAWAKAN,Arw,10.8970,44.1089,3.5385,1.7393,2.1627,25.6826,28.8958,23.8528,1.9033,5.0430,mean,0.7540,1.0353,1.1930,0.3371,1.4685,0.6327,0.8675,0.6199,0.2559,0.2432
Arw.CENTRAL_ARAWAKAN,Arw,10.9939,44.1510,3.5455,1.7449,2.1646,25.8979,29.6483,24.3153,2.0089,5.2420,median,0.8898,1.0448,1.2300,0.4251,1.4864,0.6944,1.1032,0.7204,0.3124,0.2781
Arw.CHAMICURO-MORIKE,Arw,9.7312,37.7363,3.1746,1.6481,1.9781,26.1652,27.4610,25.1929,1.1819,2.2681,mean,-0.7851,-0.4308,-0.6228,-1.0177,-0.1950,0.7725,0.4477,0.9193,-0.2645,-0.4724
Arw.CHAMICURO-MORIKE,Arw,9.7312,37.7363,3.1746,1.6481,1.9781,26.1652,27.4610,25.1929,1.1819,2.2681,median,-0.7851,-0.4308,-0.6228,-1.0177,-0.1950,0.7725,0.4477,0.9193,-0.2645,-0.4724
Arw.JAPURA-COLOMBIA,Arw,10.8770,42.3318,3.4905,1.7246,2.1414,25.3500,25.8363,24.6127,0.6354,1.2236,mean,0.7260,0.6311,0.9429,0.1069,1.2758,0.5394,0.0179,0.7866,-1.0044,-1.0170
Arw.JAPURA-COLOMBIA,Arw,10.7098,42.4645,3.4585,1.7111,2.1224,25.2115,25.6491,24.4717,0.5712,1.0008,median,0.4950,0.6614,0.7779,-0.1009,1.1041,0.5013,-0.0286,0.7551,-1.1390,-1.1929
Arw.MEDIO_RIO_NEGRO,Arw,10.8208,41.9002,3.3878,1.7127,2.0921,24.5843,25.2304,24.0001,0.7619,1.2303,mean,0.6480,0.5324,0.4185,-0.0773,0.8300,0.3338,-0.1305,0.6516,-0.7803,-1.0122
Arw.MEDIO_RIO_NEGRO,Arw,10.8208,41.9002,3.3878,1.7127,2.0921,24.5843,25.2304,24.0001,0.7619,1.2303,median,0.6480,0.5324,0.4185,-0.0773,0.8300,0.3338,-0.1305,0.6516,-0.7803,-1.0122
Arw.NEGRO-RORAIMA,Arw,10.5211,41.9041,3.4257,1.7246,2.0890,26.4126,27.6128,25.1409,1.3661,2.4719,mean,0.2385,0.5333,0.6105,0.1073,0.8020,0.8462,0.4904,0.9072,-0.1021,-0.3959
Arw.NEGRO-RORAIMA,Arw,10.5677,42.0119,3.4421,1.7215,2.0793,26.6208,27.7811,25.5145,1.4615,2.7434,median,0.3014,0.5580,0.6936,0.0585,0.7149,0.9094,0.5381,0.9949,-0.0277,-0.3030
Arw.NORTHERN_MAIPURAN,Arw,11.2224,47.8459,3.6025,1.7496,2.1952,26.0371,28.0023,24.7615,1.2858,3.2408,mean,1.2149,1.8744,1.5316,0.5011,1.7634,0.7349,0.6016,0.8202,-0.1696,-0.1542
Arw.NORTHERN_MAIPURAN,Arw,11.2224,47.8459,3.6025,1.7496,2.1952,26.0371,28.0023,24.7615,1.2858,3.2408,median,1.2149,1.8744,1.5316,0.5011,1.7634,0.7349,0.6016,0.8202,-0.1696,-0.1542
Arw.PALIKUR,Arw,10.2981,39.5646,3.3276,1.7017,2.0358,25.7635,26.6028,25.1464,0.6169,1.4563,mean,-0.0586,-0.0053,0.1180,-0.2430,0.3232,0.6558,0.2148,0.9085,-1.0415,-0.8640
Arw.PALIKUR,Arw,10.2981,39.5646,3.3276,1.7017,2.0358,25.7635,26.6028,25.1464,0.6169,1.4563,median,-0.0586,-0.0053,0.1180,-0.2430,0.3232,0.6558,0.2148,0.9085,-1.0415,-0.8640
Arw.PRE-ANDINE_ARAWAKAN,Arw,10.6007,40.8434,3.3912,1.7363,2.0559,20.7257,22.1940,19.8361,1.0504,2.3579,mean,0.3462,0.2899,0.4354,0.2897,0.5044,-0.5239,-0.7819,-0.1378,-0.3995,-0.4378
Arw.PRE-ANDINE_ARAWAKAN,Arw,10.6387,41.2840,3.4069,1.7435,2.0549,21.0275,22.7899,20.0444,1.1939,2.7389,median,0.3978,0.3912,0.5149,0.4035,0.4951,-0.4667,-0.6658,-0.1032,-0.2530,-0.3045
Arw.PURUS,Arw,10.0100,39.7046,3.2591,1.6666,2.0201,25.6207,27.7702,24.3569,1.3932,3.4133,mean,-0.4330,0.0271,-0.2178,-0.7574,0.1824,0.6151,0.5350,0.7296,-0.0804,-0.1078
Arw.PURUS,Arw,9.8922,38.3928,3.2095,1.6662,1.9722,25.5317,27.6399,24.2600,1.4107,3.3950,median,-0.5830,-0.2775,-0.4568,-0.7628,-0.2478,0.5900,0.4980,0.7083,-0.0666,-0.1126
Arw.YANESHA,Arw,9.8742,41.4280,3.1316,1.6554,1.9410,16.4612,17.2129,15.8554,0.7051,1.3575,mean,-0.6057,0.4242,-0.8251,-0.9157,-0.5272,-1.1785,-1.5495,-0.7104,-0.8750,-0.9258
Arw.YANESHA,Arw,9.8742,41.4280,3.1316,1.6554,1.9410,16.4612,17.2129,15.8554,0.7051,1.3575,median,-0.6057,0.4242,-0.8251,-0.9157,-0.5272,-1.1785,-1.5495,-0.7104,-0.8750,-0.9258
Ata.ATAKAPA,Ata,9.6536,35.2460,3.1483,1.6856,1.9205,20.4636,28.3529,11.1397,6.2836,17.2132,mean,-0.8813,-1.0174,-0.7469,-0.4820,-0.7104,-0.5723,0.7041,-1.2038,1.3989,1.3657
Ata.ATAKAPA,Ata,9.6536,35.2460,3.1483,1.6856,1.9205,20.4636,28.3529,11.1397,6.2836,17.2132,median,-0.8813,-1.0174,-0.7469,-0.4820,-0.7104,-0.5723,0.7041,-1.2038,1.3989,1.3657
Atc.ATACAME,Atc,11.1047,44.6134,3.4557,1.7699,2.0330,23.7551,24.3161,23.3867,0.7267,0.9294,mean,1.0466,1.1494,0.7635,0.8317,0.2980,0.1251,-0.3425,0.5216,-0.8380,-1.2575
Atc.ATACAME,Atc,11.1047,44.6134,3.4557,1.7699,2.0330,23.7551,24.3161,23.3867,0.7267,0.9294,median,1.0466,1.1494,0.7635,0.8317,0.2980,0.1251,-0.3425,0.5216,-0.8380,-1.2575
AuA.ASLIAN,AuA,8.6919,31.8460,2.8737,1.6190,1.7904,24.5724,25.5865,23.3707,0.7815,2.2157,mean,-2.0090,-1.8323,-1.9833,-1.4135,-1.8677,0.3307,-0.0440,0.5183,-0.7495,-0.4931
AuA.ASLIAN,AuA,8.6414,31.6074,2.8865,1.6281,1.7929,24.4416,25.5790,23.6308,0.7734,2.2434,median,-2.0649,-1.8901,-1.9282,-1.2916,-1.8458,0.2968,-0.0459,0.5727,-0.7621,-0.4821
AuA.BAHNARIC,AuA,9.2361,35.6540,2.9826,1.6729,1.8197,23.6295,26.2416,20.7066,1.9940,5.5350,mean,-1.3855,-0.9207,-1.5057,-0.6662,-1.6082,0.0947,0.1207,0.0099,0.3046,0.3273
AuA.BAHNARIC,AuA,9.2407,35.2241,2.9806,1.6689,1.8157,23.7900,26.2423,20.3385,2.1502,5.9039,median,-1.3801,-1.0225,-1.5147,-0.7242,-1.6436,0.1335,0.1209,-0.0536,0.3828,0.3857
AuA.KATUIC,AuA,9.3125,36.8074,3.0174,1.6754,1.8316,24.4696,27.7736,20.4155,2.5934,7.3582,mean,-1.2950,-0.6486,-1.3494,-0.6311,-1.5027,0.3040,0.5360,-0.0404,0.5732,0.5856
AuA.KATUIC,AuA,9.3668,36.8005,3.0308,1.6762,1.8575,24.8694,28.4497,20.5552,2.6365,7.3284,median,-1.2301,-0.6503,-1.2890,-0.6190,-1.2721,0.4088,0.7329,-0.0164,0.5896,0.5819
AuA.KHASIAN,AuA,9.4215,32.8744,3.0546,1.7124,1.8180,22.0865,25.3646,15.6794,3.5058,9.6852,mean,-1.1644,-1.5840,-1.1806,-0.0805,-1.6232,-0.2534,-0.0982,-0.7322,0.8676,0.8364
AuA.KHASIAN,AuA,9.4969,32.1325,3.0576,1.7059,1.8039,23.5197,26.4253,17.2617,3.5278,9.5952,median,-1.0732,-1.7629,-1.1671,-0.1798,-1.7483,0.0684,0.1683,-0.5262,0.8736,0.8278
AuA.KHMER,AuA,8.6330,31.4880,2.9360,1.6607,1.7925,27.3711,30.2609,25.1873,1.8938,5.0737,mean,-2.0742,-1.9191,-1.7121,-0.8405,-1.8490,1.1455,1.3033,0.9180,0.2506,0.2487
AuA.KHMER,AuA,8.4880,31.1125,2.9312,1.6535,1.7976,27.8558,30.5952,26.1187,1.7914,4.4765,median,-2.2328,-2.0104,-1.7333,-0.9424,-1.8041,1.3053,1.4156,1.1411,0.1918,0.1357
AuA.KHMUIC,AuA,8.9482,32.2806,2.9642,1.6808,1.7999,20.1637,23.8560,14.4855,3.3747,9.3705,mean,-1.7201,-1.7271,-1.5877,-0.5522,-1.7836,-0.6262,-0.4439,-0.8725,0.8312,0.8061
AuA.KHMUIC,AuA,8.9737,31.6358,2.9752,1.6788,1.8055,20.1596,24.0496,14.1305,3.3288,9.0688,median,-1.6909,-1.8832,-1.5386,-0.5806,-1.7337,-0.6269,-0.4017,-0.9118,0.8180,0.7762
AuA.MANGIC,AuA,9.7763,38.8934,3.0816,1.6719,1.9123,19.3613,23.4070,12.7322,4.0336,10.6748,mean,-0.7288,-0.1610,-1.0570,-0.6811,-0.7837,-0.7634,-0.5396,-1.0569,0.9999,0.9255
AuA.MANGIC,AuA,9.7763,38.8934,3.0816,1.6719,1.9123,19.3613,23.4070,12.7322,4.0336,10.6748,median,-0.7288,-0.1610,-1.0570,-0.6811,-0.7837,-0.7634,-0.5396,-1.0569,0.9999,0.9255
AuA.MONIC,AuA,8.8462,34.3012,2.8989,1.6351,1.7919,26.8259,29.9923,23.5286,2.0799,6.4637,mean,-1.8361,-1.2421,-1.8742,-1.1972,-1.8547,0.9726,1.2147,0.5512,0.3485,0.4679
AuA.MONIC,AuA,8.9278,35.2705,2.8811,1.6350,1.8115,27.6149,30.6466,24.5910,1.9646,6.0556,median,-1.7434,-1.0115,-1.9515,-1.1980,-1.6809,1.2251,1.4330,0.7817,0.2891,0.4087
AuA.MUNDA,AuA,10.2324,38.4338,3.2191,1.7343,1.9186,24.9009,31.3621,18.0989,4.3191,13.2632,mean,-0.1449,-0.2680,-0.4110,0.2574,-0.7270,0.4173,1.6816,-0.4075,1.0633,1.1250
AuA.MUNDA,AuA,10.1438,37.9977,3.1933,1.7267,1.9062,25.5776,31.6076,17.5800,4.6767,14.2648,median,-0.2605,-0.3697,-0.5341,0.1383,-0.8381,0.6030,1.7693,-0.4819,1.1362,1.1921
AuA.NICOBARESE,AuA,9.8526,39.8114,3.1449,1.6924,1.9319,26.9005,27.6940,26.3007,0.6283,1.3933,mean,-0.6330,0.0518,-0.7628,-0.3818,-0.6086,0.9958,0.5133,1.1861,-1.0185,-0.9029
AuA.NICOBARESE,AuA,9.7626,38.9315,3.1087,1.6975,1.8917,26.8883,27.6997,26.3270,0.6175,1.3332,median,-0.7459,-0.1522,-0.9318,-0.3059,-0.9675,0.9920,0.5149,1.1927,-1.0402,-0.9417
AuA.PALAUNGIC,AuA,9.3481,35.3584,3.0300,1.6714,1.8712,20.7150,24.2563,15.3966,3.1445,8.8598,mean,-1.2524,-0.9907,-1.2925,-0.6880,-1.1501,-0.5259,-0.3559,-0.7665,0.7630,0.7549
AuA.PALAUNGIC,AuA,9.2252,34.9165,2.9976,1.6623,1.8664,20.3386,23.7832,15.8110,3.2077,8.8932,median,-1.3984,-1.0956,-1.4387,-0.8183,-1.1929,-0.5949,-0.4597,-0.7159,0.7823,0.7584
AuA.PALYU,AuA,10.4626,41.9030,3.3582,1.7118,2.0682,16.3016,21.0752,9.0529,4.4868,12.0224,mean,0.1599,0.5331,0.2701,-0.0898,0.6152,-1.1979,-0.9852,-1.3697,1.0983,1.0346
AuA.PALYU,AuA,10.6645,44.0899,3.3322,1.7026,2.0963,15.3426,20.5999,7.5832,4.8257,13.0167,median,0.4330,1.0309,0.1408,-0.2295,0.8683,-1.3082,-1.0659,-1.4702,1.1647,1.1077
AuA.PEARIC,AuA,8.8537,33.4782,2.9276,1.6573,1.7829,25.1978,27.3893,23.2179,1.4449,4.1713,mean,-1.8276,-1.4389,-1.7491,-0.8887,-1.9339,0.4975,0.4278,0.4867,-0.0402,0.0722
AuA.PEARIC,AuA,8.8944,33.6143,2.9422,1.6549,1.7885,26.8092,28.8281,24.6581,1.4592,4.2697,median,-1.7815,-1.4063,-1.6850,-0.9220,-1.8852,0.9674,0.8468,0.7968,-0.0294,0.0932
AuA.VIETIC,AuA,9.8151,38.7009,3.1814,1.7037,1.9334,24.4326,27.6504,20.2499,2.6849,7.4006,mean,-0.6801,-0.2058,-0.5904,-0.2133,-0.5950,0.2945,0.5010,-0.0686,0.6078,0.5909
AuA.VIETIC,AuA,9.6598,37.7669,3.1480,1.7152,1.8939,24.8732,28.2918,19.3516,3.2361,9.0161,median,-0.8735,-0.4237,-0.7480,-0.0383,-0.9479,0.4099,0.6861,-0.2162,0.7908,0.7709
Aym.AYMARAN,Aym,10.8691,46.8278,3.4373,1.7562,2.0478,9.9558,11.1137,8.3753,1.1541,2.7384,mean,0.7151,1.6471,0.6692,0.6069,0.4311,-1.7432,-2.0718,-1.4176,-0.2915,-0.3047
Aym.AYMARAN,Aym,10.8622,46.6076,3.4472,1.7576,2.0484,8.0424,9.4176,5.9190,1.3738,3.4986,median,0.7054,1.5979,0.7200,0.6303,0.4366,-1.8374,-2.1523,-1.5692,-0.0959,-0.0857
BF.BAIBAI-FAS,BF,10.4827,38.9925,3.3724,1.7340,2.0317,25.5420,25.8410,25.1238,0.4213,0.7171,mean,0.1869,-0.1380,0.3412,0.2536,0.2867,0.5929,0.0191,0.9032,-1.5362,-1.4830
BF.BAIBAI-FAS,BF,10.5859,39.6585,3.3802,1.7364,2.0375,25.5420,25.8410,25.1238,0.4213,0.7171,median,0.3260,0.0164,0.3803,0.2910,0.3385,0.5929,0.0191,0.9032,-1.5362,-1.4830
Bai.BAINING,Bai,9.7373,34.2209,3.1995,1.7200,1.9337,24.4505,24.8759,23.8069,0.5669,1.0690,mean,-0.7774,-1.2613,-0.5046,0.0354,-0.5925,0.2991,-0.2143,0.6101,-1.1485,-1.1353
Bai.BAINING,Bai,9.8099,33.5602,3.1806,1.7312,1.9364,24.5562,24.9661,23.9303,0.5589,1.0358,median,-0.6868,-1.4193,-0.5944,0.2093,-0.5683,0.3265,-0.1932,0.6366,-1.1667,-1.1629
Ban.BANGIME,Ban,11.2436,41.3772,3.4926,1.7935,2.0702,28.4764,33.9248,22.5471,3.4812,11.3777,mean,1.2454,0.4126,0.9537,1.2278,0.6332,1.5184,2.6590,0.3516,0.8609,0.9840
Ban.BANGIME,Ban,11.3125,41.4457,3.4926,1.7918,2.0707,28.6413,34.1182,22.6540,3.5082,11.4642,median,1.3449,0.4283,0.9537,1.1988,0.6374,1.5767,2.7385,0.3727,0.8683,0.9909
